idnum, state, state2, stfips, zip, region, typebldg, floor, room, basement, windoor, rep, stratum, wave, starttm, stoptm, startdt, stopdt, activity, pcterr, adjwt, dupflag, zipflag, cntyfips, county
11856,R5,MI,26,49715, 1,1,1,1,N, , ., 6,  .,1500,1500,030388,030388,     0.2,     0.0,     7.668845,0,0, 33,BAY MILLS           
11857,R5,MI,26,49715, 1,1,1,1,N, , ., 6,  .,1345,1400,030388,030388,     2.3,    12.2,     7.668845,0,0, 33,BAY MILLS           
11858,R5,MI,26,49715, 1,1,1,3,N, , ., 6,  .,1145,1305,030388,030388,     2.6,    12.0,     7.668845,0,0, 33,BAY MILLS           
11859,R5,MI,26,49715, 1,1,1,1,N, , ., 6,  .,1045,1320,022988,030388,     3.1,     9.5,     7.668845,0,0, 33,BAY MILLS           
11860,R5,MI,26,49715, 1,1,1,1,N, , ., 6,  .,1115,1334,022988,030388,     1.1,    27.3,     7.668845,0,0, 33,BAY MILLS           
11861,R5,MI,26,49654, 1,2,1,1,Y, , ., 3,  .,1500,1515,031688,031888,     0.8,    41.4,     3.371429,0,0,999,GRAND TRAVERSE      
11862,R5,MI,26,49682, 1,1,1,1,N, , ., 3,  .,1330,1400,031788,031988,     1.1,    18.4,     3.371429,0,0, 89,GRAND TRAVERSE      
11863,R5,MI,26,49682, 1,1,1,1,N, , ., 3,  .,1415,1440,031488,031688,     1.3,    37.4,     3.371429,0,0, 89,GRAND TRAVERSE      
11864,R5,MI,26,49682, 1,1,1,1,N, , ., 3,  .,1502,1530,031488,031688,     0.5,     0.0,     3.371429,0,0, 89,GRAND TRAVERSE      
11865,R5,MI,26,49682, 1,1,1,1,N, , ., 3,  .,1615,1630,031688,031888,     3.9,    11.5,     3.371429,0,0, 89,GRAND TRAVERSE      
11866,R5,MI,26,49682, 1,1,1,1,Y, , ., 3,  .,1300,1600,031788,031988,     0.7,    26.8,     3.371429,0,0,999,GRAND TRAVERSE      
11867,R5,MI,26,49682, 1,1,1,2,N, , ., 3,  .,1430,1700,031488,031688,     0.9,    51.1,     3.371429,0,0, 89,GRAND TRAVERSE      
11868,R5,MI,26,49682, 1,1,1,1,N, , ., 3,  .,1500,1530,031488,031688,     0.3,     0.0,     3.371429,0,0, 89,GRAND TRAVERSE      
11869,R5,MI,26,49682, 1,1,1,1,Y, , ., 3,  .,1230,1410,031688,031888,     1.0,    33.4,     3.371429,0,0, 89,GRAND TRAVERSE      
11870,R5,MI,26,49684, 1,1,1,1,Y, , ., 3,  .,1230,1440,031588,031788,     0.8,    49.1,     3.371429,0,0, 55,GRAND TRAVERSE      
11871,R5,MI,26,49684, 1,1,2,1,Y, , ., 3,  .,1545,1831,031488,031688,     1.6,    30.2,     3.371429,0,0,999,GRAND TRAVERSE      
11872,R5,MI,26,49684, 1,1,1,1,Y, , ., 3,  .,1515,1530,031588,031788,     0.7,    60.6,     3.371429,0,0, 55,GRAND TRAVERSE      
11873,R5,MI,26,49684, 1,1,1,1,N, , ., 3,  .,1320,1413,031588,031788,     0.0,     0.0,     3.371429,0,0, 55,GRAND TRAVERSE      
11874,R5,MI,26,49684, 1,1,1,1,Y, , ., 3,  .,1100,1148,031688,031888,     0.4,     0.0,     3.371429,0,0,999,GRAND TRAVERSE      
11875,R5,MI,26,49684, 1,1,1,1,Y, , ., 3,  .,1445,1500,031688,031888,     1.6,    22.8,     3.371429,0,0, 55,GRAND TRAVERSE      
11876,R5,MI,26,49845, 1,1,1,3,N, , ., 4,  .,1108,1120,030388,030388,     0.2,     0.0,     4.666667,0,0,109,HANNAHVILLE         
11877,R5,MI,26,49896, 1,1,0,4,Y, , ., 4,  .,1000,1045,030388,030388,     0.9,    31.1,     4.666667,0,0,109,HANNAHVILLE         
11878,R5,MI,26,49896, 1,1,0,4,Y, , ., 4,  .,1015,1048,030388,030388,     1.2,    20.8,     4.666667,0,0,109,HANNAHVILLE         
11879,R5,MI,26,49896, 1,1,1,1,N, , ., 4,  .,1030,1054,030388,030388,     0.4,     0.0,     4.666667,0,0,999,HANNAHVILLE         
11880,R5,MI,26,49896, 1,1,0,4,Y, , ., 4,  .,1042,1100,030388,030388,     0.8,    30.1,     4.666667,0,0,109,HANNAHVILLE         
11881,R5,MI,26,49896, 1,1,0,4,Y, , ., 4,  .,1135,1140,030388,030388,     0.6,    41.4,     4.666667,0,0,109,HANNAHVILLE         
11882,R5,MI,26,49896, 1,1,1,1,N, , ., 4,  .,1150,1144,030388,030388,     0.6,    44.9,     4.666667,0,0,999,HANNAHVILLE         
11883,R5,MI,26,49896, 1,1,1,1,N, , ., 4,  .,1634,1637,030388,030388,     1.3,    18.7,     4.666667,0,0,109,HANNAHVILLE         
11884,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1025,1005,030388,030388,     0.6,    34.4,     2.081602,0,0, 13,KEWEENAW BAY        
11885,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1035,1015,030388,030388,     0.3,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11886,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1045,1030,030388,030388,     0.8,    22.8,     2.081602,0,0, 13,KEWEENAW BAY        
11887,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1055,1045,030388,030388,     1.5,    12.8,     2.081602,0,0, 13,KEWEENAW BAY        
11888,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1105,1100,030388,030388,     1.0,    20.3,     2.081602,0,0, 13,KEWEENAW BAY        
11889,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1115,1105,030388,030388,     0.8,    22.9,     2.081602,0,0, 13,KEWEENAW BAY        
11890,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1125,1115,030388,030388,     2.1,    15.4,     2.081602,0,0, 13,KEWEENAW BAY        
11891,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1200,1130,030388,030388,     0.3,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11892,R5,MI,26,49908, 1,1,1,1,N, , ., 1,  .,1210,1230,030388,030388,     0.2,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11893,R5,MI,26,49908, 1,1,1,1,Y, , ., 1,  .,1335,1320,030388,030388,     0.4,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11894,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1350,1350,030388,030388,     0.9,    20.4,     2.081602,0,0, 13,KEWEENAW BAY        
11895,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1410,1430,030388,030388,     0.6,    28.6,     2.081602,0,0, 13,KEWEENAW BAY        
11896,R5,MI,26,49908, 1,1,0,1,Y, , ., 1,  .,1425,1425,030388,030388,     3.7,     9.8,     2.081602,0,0, 13,KEWEENAW BAY        
11897,R5,MI,26,49908, 1,1,1,2,N, , ., 1,  .,1445,1445,030388,030388,     1.2,    15.5,     2.081602,0,0, 13,KEWEENAW BAY        
11898,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1500,1505,030388,030388,     0.5,    33.3,     2.081602,0,0, 13,KEWEENAW BAY        
11899,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1505,1520,030388,030388,     0.6,    26.5,     2.081602,0,0, 13,KEWEENAW BAY        
11900,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1520,1520,030388,030388,     1.1,    15.6,     2.081602,0,0, 13,KEWEENAW BAY        
11901,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1545,1450,030388,030388,     1.1,    13.7,     2.081602,0,0, 13,KEWEENAW BAY        
11902,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1550,1540,030388,030388,     0.4,     0.0,     2.081602,2,0, 13,KEWEENAW BAY        
11903,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1600,1418,030388,030388,     0.8,    22.0,     2.081602,0,0, 13,KEWEENAW BAY        
11904,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1000,1000,030388,031088,     0.1,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11905,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1010,1300,030388,031088,     1.7,    17.2,     2.081602,0,0, 13,KEWEENAW BAY        
11906,R5,MI,26,49908, 1,1,1,1,N, , ., 1,  .,1015,1100,030388,031088,     0.7,    37.4,     2.081602,0,0, 13,KEWEENAW BAY        
11907,R5,MI,26,49908, 1,1,1,1,N, , ., 1,  .,1030,1130,030388,031088,     0.3,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11908,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1050,1100,030388,031088,     0.8,    29.5,     2.081602,0,0, 13,KEWEENAW BAY        
11909,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1100,1125,030388,031088,     2.3,    13.8,     2.081602,0,0, 13,KEWEENAW BAY        
11910,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1115,1000,030388,031088,     0.7,    35.1,     2.081602,0,0, 13,KEWEENAW BAY        
11911,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1300,1315,030388,031088,     0.6,    33.0,     2.081602,0,0, 13,KEWEENAW BAY        
11912,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1320,1310,030388,031088,     0.4,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11913,R5,MI,26,49908, 1,1,0,4,Y, , ., 1,  .,1335,1145,030388,031088,     0.9,    26.3,     2.081602,0,0, 13,KEWEENAW BAY        
11914,R5,MI,26,49946, 1,1,1,1,N, , ., 1,  .,1045,1045,030388,030388,     0.4,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11915,R5,MI,26,49946, 1,1,0,0,Y, , ., 1,  .,1120,1100,030388,030388,     0.4,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11916,R5,MI,26,49946, 1,1,0,0,Y, , ., 1,  .,0000,1130,030388,030388,     1.8,    10.9,     2.081602,0,0, 13,KEWEENAW BAY        
11917,R5,MI,26,49946, 1,1,1,1,N, , ., 1,  .,1315,1315,030388,030388,     0.5,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11918,R5,MI,26,49946, 1,1,0,0,Y, , ., 1,  .,1330,1330,030388,030388,     1.0,    16.6,     2.081602,0,0, 13,KEWEENAW BAY        
11919,R5,MI,26,49946, 1,1,0,0,Y, , ., 1,  .,1420,1120,030388,030388,     0.6,    25.4,     2.081602,0,0, 13,KEWEENAW BAY        
11920,R5,MI,26,49946, 1,1,0,0,Y, , ., 1,  .,1630,1130,030388,030388,     0.7,    28.4,     2.081602,0,0, 13,KEWEENAW BAY        
11921,R5,MI,26,49946, 1,1,0,1,Y, , ., 1,  .,1830,1630,030388,031088,     1.0,    27.9,     2.081602,0,0, 13,KEWEENAW BAY        
11922,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1145,1130,030388,031088,     1.3,    20.0,     2.081602,0,0, 13,KEWEENAW BAY        
11923,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1200,1645,030388,031088,     3.9,     6.6,     2.081602,0,0, 13,KEWEENAW BAY        
11924,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1230,1030,030388,031088,    39.6,     1.7,     2.081602,0,0, 13,KEWEENAW BAY        
11925,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1300,1610,030388,031088,     0.3,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11926,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1320,1617,030388,031088,     0.6,    35.6,     2.081602,0,0, 13,KEWEENAW BAY        
11927,R5,MI,26,49946, 1,1,1,1,N, , ., 1,  .,1345,1550,030388,031088,     0.9,    31.5,     2.081602,0,0, 13,KEWEENAW BAY        
11928,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1400,1100,030388,031088,     1.2,    19.0,     2.081602,0,0, 13,KEWEENAW BAY        
11929,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1415,1100,030388,031088,     1.4,    20.7,     2.081602,0,0, 13,KEWEENAW BAY        
11930,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1430,1115,030388,031088,     1.5,    20.4,     2.081602,0,0, 13,KEWEENAW BAY        
11931,R5,MI,26,49946, 1,1,0,2,Y, , ., 1,  .,1445,1130,030388,031088,     4.7,     7.1,     2.081602,0,0, 13,KEWEENAW BAY        
11932,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1500,1045,030388,031088,     0.3,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11933,R5,MI,26,49946, 1,1,1,1,Y, , ., 1,  .,1510,1117,030388,031088,     0.3,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11934,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1530,1600,030388,031088,     1.4,    18.8,     2.081602,1,0, 13,KEWEENAW BAY        
11935,R5,MI,26,49946, 1,1,0,0,Y, , ., 1,  .,1700,1700,030388,031188,     0.7,    30.5,     2.081602,0,0, 13,KEWEENAW BAY        
11936,R5,MI,26,49946, 1,1,0,0,Y, , ., 1,  .,1830,1700,030388,031188,     3.4,    23.4,     2.081602,0,0, 13,KEWEENAW BAY        
11937,R5,MI,26,49946, 1,1,1,1,N, , ., 1,  .,1145,1030,030388,031088,     1.0,    28.4,     2.081602,0,0, 13,KEWEENAW BAY        
11938,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1115,1315,030388,031188,     0.9,    20.4,     2.081602,0,0, 13,KEWEENAW BAY        
11939,R5,MI,26,49946, 1,1,0,0,Y, , ., 1,  .,1230,1700,030388,031188,     1.0,    22.6,     2.081602,0,0, 13,KEWEENAW BAY        
11940,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1215,1345,030388,031188,     1.2,    16.6,     2.081602,0,0, 13,KEWEENAW BAY        
11941,R5,MI,26,49946, 1,1,1,1,N, , ., 1,  .,1355,1335,030388,031188,     0.2,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11942,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1405,1355,030388,031188,     0.6,    32.8,     2.081602,0,0, 13,KEWEENAW BAY        
11943,R5,MI,26,49946, 1,1,0,4,Y, , ., 1,  .,1415,1635,030388,031188,     0.3,     0.0,     2.081602,0,0, 13,KEWEENAW BAY        
11944,R5,MI,26,49969, 1,1,1,3,N, , ., 2,  .,1220,1200,022388,022588,     0.4,     0.0,     3.243590,0,0, 53,LAC VIEUX DESERT    
11945,R5,MI,26,49969, 1,1,0,4,Y, , ., 2,  .,1215,1155,022388,022588,     4.0,     7.6,     3.243590,0,0, 53,LAC VIEUX DESERT    
11946,R5,MI,26,49969, 1,1,0,4,Y, , ., 2,  .,1205,1145,022388,022588,     3.8,     8.1,     3.243590,1,0, 53,LAC VIEUX DESERT    
11947,R5,MI,26,49969, 1,1,0,4,Y, , ., 2,  .,1150,1130,022388,022588,     3.3,     8.7,     3.243590,0,0, 53,LAC VIEUX DESERT    
11948,R5,MI,26,49969, 1,1,0,4,Y, , ., 2,  .,1125,1110,022388,022588,     3.8,     8.9,     3.243590,0,0, 53,LAC VIEUX DESERT    
11949,R5,MI,26,49969, 1,1,1,3,N, , ., 2,  .,1125,1105,022388,022588,     1.3,    22.1,     3.243590,0,0, 53,LAC VIEUX DESERT    
11950,R5,MI,26,49969, 1,1,1,3,N, , ., 2,  .,1115,1100,022388,022588,     0.6,    39.7,     3.243590,0,0, 53,LAC VIEUX DESERT    
11951,R5,MI,26,49969, 1,1,0,4,Y, , ., 2,  .,1145,1115,022388,022588,     3.5,     8.6,     3.243590,0,0, 53,LAC VIEUX DESERT    
11952,R5,MI,26,49969, 1,1,1,3,Y, , ., 2,  .,1100,1055,022388,022588,     0.4,     0.0,     3.243590,0,0, 53,LAC VIEUX DESERT    
11953,R5,MI,26,49969, 1,2,1,3,N, , ., 2,  .,1045,1045,022388,022588,     0.4,     0.0,     3.243590,0,0, 53,LAC VIEUX DESERT    
11954,R5,MI,26,49969, 1,1,0,1,Y, , ., 2,  .,1025,1045,022388,022588,     0.7,    34.0,     3.243590,0,0, 53,LAC VIEUX DESERT    
11955,R5,MI,26,49969, 1,1,1,3,N, , ., 2,  .,1010,1030,022388,022588,     0.3,     0.0,     3.243590,0,0, 53,LAC VIEUX DESERT    
11956,R5,MI,26,48858, 1,1,1,3,N, , ., 5,  .,1130,1145,030388,031188,     0.1,     0.0,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11957,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1100,1100,030388,031188,     2.3,     9.4,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11958,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1000,1030,030388,031188,     3.3,     8.3,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11959,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1100,1100,030388,031188,     2.7,    10.5,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11960,R5,MI,26,48858, 1,2,1,1,N, , ., 5,  .,1408,1408,030388,031088,     1.2,    20.6,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11961,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1500,1500,030388,031088,     1.8,    14.2,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11962,R5,MI,26,48858, 1,1,0,4,Y, , ., 5,  .,1430,1500,030388,031188,     1.1,    19.6,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11963,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1400,1400,030388,031188,     1.5,    17.3,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11964,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1500,1500,030388,030388,     9.6,     5.5,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11965,R5,MI,26,48858, 1,1,1,0,N, , ., 5,  .,1115,1115,031088,031288,     1.8,    12.7,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11966,R5,MI,26,48858, 1,1,0,4,Y, , ., 5,  .,1400,1455,030388,031188,     2.6,    10.1,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11967,R5,MI,26,48858, 1,1,0,4,Y, , ., 5,  .,1005,1209,031088,031288,     0.9,    21.3,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11968,R5,MI,26,48858, 1,0,1,0,Y, , ., 5,  .,1530,1545,030388,031088,     1.3,    20.9,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11969,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,0900,0900,030388,031188,     2.7,    10.7,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11970,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1715,1710,030388,031188,     0.7,    26.9,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11971,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1440,1510,030388,031188,     0.6,    32.4,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11972,R5,MI,26,48858, 1,1,1,3,N, , ., 5,  .,1030,1137,030388,031188,     0.3,     0.0,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11973,R5,MI,26,48858, 1,1,1,3,Y, , ., 5,  .,1045,1135,030388,031188,     0.5,    34.6,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11974,R5,MI,26,48858, 1,1,1,3,N, , ., 5,  .,1510,1520,030388,031188,     1.1,    19.8,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11975,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1030,1137,030388,031188,     0.2,     0.0,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11976,R5,MI,26,48858, 1,2,1,1,N, , ., 5,  .,1400,1400,030388,031088,     1.6,    17.4,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11977,R5,MI,26,48858, 1,2,1,1,N, , ., 5,  .,1442,1500,030388,031088,     2.0,    11.6,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11978,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1400,1400,030388,031188,     2.9,     9.6,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11979,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1400,1400,030388,031188,     1.0,    22.6,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11980,R5,MI,26,48858, 1,1,1,3,N, , ., 5,  .,1210,1150,030388,031188,     0.7,    29.8,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11981,R5,MI,26,48858, 1,1,1,3,N, , ., 5,  .,1200,1230,031088,031288,     1.3,    16.1,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11982,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,0900,0900,030388,031188,     5.4,     6.2,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11983,R5,MI,26,48858, 1,1,1,3,Y, , ., 5,  .,1150,1145,030388,031188,     0.2,     0.0,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11984,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1700,1700,030388,031188,     3.2,     8.8,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11985,R5,MI,26,48858, 1,1,0,4,Y, , ., 5,  .,1135,1140,030388,031188,     2.0,    14.7,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11986,R5,MI,26,48858, 1,1,1,3,N, , ., 5,  .,1440,1510,030388,031188,     0.8,    29.8,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11987,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1500,1500,030388,031088,     0.4,     0.0,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11988,R5,MI,26,48858, 1,1,1,3,N, , ., 5,  .,1320,1320,030388,031188,     0.6,    36.9,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11989,R5,MI,26,48858, 1,1,0,4,Y, , ., 5,  .,1045,1145,031088,031288,     1.1,    16.3,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11990,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1530,1535,030388,031188,     1.0,    23.9,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11991,R5,MI,26,48858, 1,1,1,1,N, , ., 5,  .,1240,1230,030388,031188,     0.4,     0.0,     4.561508,0,0, 73,SAGINAW CHIPPEWA    
11992,R5,MI,26,49783, 1,1,1,3,Y, , ., 7,  .,1200,1210,032488,032688,     0.1,     0.0,     8.313953,0,0, 17,SAULT ST. MARIE     
11993,R5,MI,26,49783, 1,1,1,3,N, , ., 7,  .,1130,1405,030388,031188,     2.3,    11.6,     8.313953,0,0, 33,SAULT ST. MARIE     
11994,R5,MI,26,49783, 1,1,1,1,N, , ., 7,  .,1745,1800,030388,031188,     0.6,    43.6,     8.313953,1,0, 33,SAULT ST. MARIE     
11995,R5,MI,26,49783, 1,1,0,4,Y, , ., 7,  .,1730,1730,030388,031188,     0.2,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
11996,R5,MI,26,49783, 1,1,1,3,N, , ., 7,  .,1045,1320,030388,031188,     0.3,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
11997,R5,MI,26,49783, 1,1,0,3,Y, , ., 7,  .,1100,1200,031088,031288,     0.6,    44.6,     8.313953,0,0, 17,SAULT ST. MARIE     
11998,R5,MI,26,49783, 1,1,1,1,N, , ., 7,  .,1600,1700,030388,031188,     0.1,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
11999,R5,MI,26,49783, 1,1,0,4,Y, , ., 7,  .,1430,1445,030388,031188,     1.0,    22.7,     8.313953,0,0, 33,SAULT ST. MARIE     
12000,R5,MI,26,49783, 1,1,1,3,Y, , ., 7,  .,1030,1230,032488,032688,     0.0,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
12001,R5,MI,26,49783, 1,1,1,1,N, , ., 7,  .,1100,1140,032488,032688,     0.5,    53.1,     8.313953,0,0, 33,SAULT ST. MARIE     
12002,R5,MI,26,49783, 1,1,1,7,N, , ., 7,  .,1800,1945,031088,031288,     0.3,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
12003,R5,MI,26,49783, 1,1,1,3,N, , ., 7,  .,1430,1445,032688,032888,     0.6,    37.3,     8.313953,0,0, 33,SAULT ST. MARIE     
12004,R5,MI,26,49783, 1,1,0,4,Y, , ., 7,  .,1630,1740,030388,031188,     1.0,    29.5,     8.313953,0,0, 33,SAULT ST. MARIE     
12005,R5,MI,26,49783, 1,1,0,4,Y, , ., 7,  .,1100,1335,030388,031188,     0.7,    41.9,     8.313953,0,0, 33,SAULT ST. MARIE     
12006,R5,MI,26,49783, 1,1,0,4,Y, , ., 7,  .,1230,0900,031288,031488,     1.8,    28.5,     8.313953,0,0, 33,SAULT ST. MARIE     
12007,R5,MI,26,49783, 1,1,1,3,N, , ., 7,  .,1030,1130,031088,031288,     0.2,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
12008,R5,MI,26,49783, 1,1,1,3,N, , ., 7,  .,1300,1415,030388,031188,     1.3,    23.3,     8.313953,0,0, 33,SAULT ST. MARIE     
12009,R5,MI,26,49783, 1,1,1,3,N, , ., 7,  .,2130,1045,031188,031388,     0.2,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
12010,R5,MI,26,49783, 1,1,1,3,N, , ., 7,  .,1015,1330,030388,031188,     0.0,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
12011,R5,MI,26,49783, 1,1,1,2,N, , ., 7,  .,1030,1230,032588,032788,     0.2,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
12012,R5,MI,26,49783, 1,1,1,1,N, , ., 7,  .,1159,0721,030388,031288,     0.3,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
12013,R5,MI,26,49783, 1,1,0,4,Y, , ., 7,  .,1015,1645,031288,031488,     0.6,    66.4,     8.313953,0,0, 33,SAULT ST. MARIE     
12014,R5,MI,26,49783, 1,1,1,3,N, , ., 7,  .,1715,1715,030388,031188,     0.2,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
12015,R5,MI,26,49783, 1,1,1,1,N, , ., 7,  .,1430,1430,032488,032688,     0.9,    31.9,     8.313953,0,0, 33,SAULT ST. MARIE     
12016,R5,MI,26,49783, 1,5,1,1,N, , ., 7,  .,1830,1830,030388,031188,     0.3,     0.0,     8.313953,0,0, 33,SAULT ST. MARIE     
12017,R5,MI,26,49783, 1,1,0,4,Y, , ., 7,  .,1545,1545,031088,031288,     1.3,    51.1,     8.313953,0,0, 33,SAULT ST. MARIE     
12018,R5,MI,26,49854, 1,2,0,4,Y, , ., 7,  .,1415,1625,032288,032488,     0.2,     0.0,     8.313953,0,0,153,SAULT ST. MARIE     
12019,R5,MI,26,49854, 1,1,0,3,Y, , ., 7,  .,1330,1540,032288,032488,     0.6,    36.9,     8.313953,0,0,153,SAULT ST. MARIE     
12020,R5,MI,26,49854, 1,1,1,1,N, , ., 7,  .,1000,1001,032288,032488,     0.3,     0.0,     8.313953,0,0,153,SAULT ST. MARIE     
12021,R5,MI,26,49854, 1,1,1,3,N, , ., 7,  .,0930,0940,032288,032488,     0.7,    32.8,     8.313953,0,0,153,SAULT ST. MARIE     
12022,R5,MI,26,49854, 1,1,0,4,Y, , ., 7,  .,0930,1050,032388,032588,     2.8,     9.1,     8.313953,0,0,153,SAULT ST. MARIE     
12023,R5,MI,26,49854, 1,1,0,4,Y, , ., 7,  .,1445,1450,032288,032488,     0.5,    46.5,     8.313953,0,0,153,SAULT ST. MARIE     
